Código,Descripción,Cantidad,Formato,Costo de Compra,Precio de Venta
100,BAT.  HELIAR  65 AH.  E  TA65NE.,9,PZA,0,840.0
101,BAT.  HELIAR  65 AH.  D  TA65ND.,21,PZA,0,840.0
102,BAT.  HELIAR  70 AH.  D  F70ND  BLAN.,6,PZA,0,860.0
103,BAT.  HELIAR  75 AH.  E  F75LE.  NOR.  JAPON.,0,PZA,0,635.2999877929688
104,BAT.  HELIAR  75 AH.  D  F75LD.  NOR.  JAPON.,0,PZA,0,635.2999877929688
105,ACEIT.  YPFB  20W50   GAL.  GAS.,676,PZA,0,100.0
106,ACEIT.  YPFB  20W50   GAL.  DIESEL  PLUS,44,PZA,0,100.0
107,ACEIT.  YPFB  15W40   GAL.  DIESEL  TURBO.,125,PZA,0,120.0
108,ACEIT.  YPFB  40   GAL.  DIESEL.,16,PZA,0,100.0
109,ACEIT.  YPFB  40   GAL.  GAS.,184,PZA,0,95.0
110,ACEIT.  YPFB  40   GAS.  LITRO.,188,PZA,0,28.0
116,ACEIT.  CASTROL  10W40  GAS.  GAL.,50,PZA,0,180.0
117,ACEIT.  CASTROL  10W40  GAS.  LITRO.,25,PZA,0,45.0
118,ACEIT.  CASTROL  20W50  GAS.  LITRO.,119,PZA,0,50.0
119,ACEIT.  XCEL  15W40   GAS.  GAL.,146,PZA,0,140.0
120,ACEIT.  XCEL  10W40   GAS.  GAL.,10,PZA,0,140.0
121,BUL.  ACEIT.  DREIK  ACEIT.  DOP1130  10020  30030. TAIW.,124,PZA,0,19.0
122,ACEIT.  XCEL  80W90     LITRO  GL-5.,97,PZA,0,38.0
123,LIQ.  HIDRAUL.  DEXT.III. D/M EMB. NEG. VERDE.,0,PZA,0,30.0
124,LIQ.  HIDRAUL.  XCEL  TYPE A LITRO.,0,PZA,0,20.0
125,LIQ.  HIDRAUL.  GOL-DEN ATF LITRO  ROJO.,151,PZA,0,25.0
126,LIQ.  HIDRAUL.  GUNK  354 ML. DIR.  AMAR.,2,PZA,0,33.0
127,CINTURON  PLAST.  5X250   NEGRO.,83,PZA,0,1.200000047683716
133,ANTIC.  VISTON.  GAL.  AMARILL  CONCEN.,0,PZA,0,130.0
134,ANTIC.  VISTON.  GAL.  AZUL  REFREG.,11,PZA,0,75.0
135,ANTIC.  VISTON.  LITR.  AMARILL.  CONCEN.,43,PZA,0,45.0
136,ANTIC.  VISTON.  LITR.  AZUL   REFRE.,26,PZA,0,25.0
137,ANTIC.  VISTON.  LITR.  VERDE  OXITAN.,35,PZA,0,22.0
138,ANTIC.  PRESTONE  GAL.  AMRILL. DERECTO.,0,PZA,0,105.0
139,ANTIC.  PRESTONE  LITR.  AMAR.  CONC.,-1,PZA,0,48.0
140,SILIC.  STP  295ML  TABL.,181,PZA,0,25.0
141,SILIC.  VISTONY  300 ML.  WHITE  GRANDE. TABL.,22,PZA,0,28.0
142,RENOV.  SAPOLIO   LLANTAS. SPRAY  288G./360ML,26,PZA,0,20.0
143,RENOV.  STP. LLANTAS  TAPA NEGRA SON OF A GUN!,12,PZA,0,33.0
144,LIMP.  TAPIZ   STP  TUFF  STUFF.,24,PZA,0,32.0
145,LIMP.  TAPIZ   SAPOLIO  SPRAIT.,11,PZA,0,20.0
146,SEGURO  DE  PLASTICO  GRANDE,-3,PZA,0,1.0
147,GRAS.  VISTONY  453 GR.  AZUL  GRAFIT.,74,PZA,0,25.0
148,GRAS.  VISTONY  453  GR. EP 2 AMARILL.,127,PZA,0,28.0
149,GRAS.  VISTONY  453   GR.  H-3  VERDE,3,PZA,0,25.0
150,GRAS.  VISTONY  453 GR.  EP-2  CELEST. ROSADO.,-1,PZA,0,25.0
151,GRAS.  VISTONY  225  GR.  GRAFI.  AZUL.,67,PZA,0,20.0
152,GRAS.  VISTONY  225  GR. EP-2  CEL.  ROSADO.,0,PZA,0,20.0
153,GRAS.  VISTONY  225  GR.  H3  VERDE,0,PZA,0,20.0
154,GRAS.  VISTONY  225  GR.  EP-2  AMARILL.,42,PZA,0,20.0
155,GRAS. STP 453 GRS,0,PZA,0,35.0
156,SEGURO  DE  PLASTICO  CHICO,-2,PZA,0,1.0
157,GRAS. MOBIL  500GRS,0,PZA,0,30.0
158,GRAS.  GOLDEN  450 GRA.  LITIOL  ROD.,14,PZA,0,30.0
159,GRAS.  GOLDEN  250 GRA.  LITIOL  ROD.,21,PZA,0,19.0
160,GRAS. YPFB Nº3  NEGRO  500 GRS.,5,PZA,0,28.0
161,GRAS. MEXICANA EP 2  250GRS,0,PZA,0,25.0
162,GRAS. XCEL #2  453GRS,1,PZA,0,35.0
163,CERA   SIMONIZ  CREMA  300 GRS.,1,PZA,0,25.0
164,CERA   SIMONIZ  CARNAUBA.,0,PZA,0,16.0
165,CERA   THEAM  200GR.  40001559.,8,PZA,0,22.0
166,CERA   SAPOLIO  CREMA  AMARILL.  200GR.,40,PZA,0,15.0
167,CERA   SIMONIZ  CARNAUBA   LIQ. 500 CC.,0,PZA,0,28.0
168,ADIT.  SIMONIZ   DIESEL  .,3,PZA,0,25.0
169,ADIT.  AKRON   ACEITE  443ML.,-1,PZA,0,25.0
170,ADIT.  SIMONIZ   ACEIT.  354ML.  GAS.,0,PZA,0,25.0
171,ADIT.  STP  GASOL.  MOTOR.  AZUL.  300ML.,69,PZA,0,20.0
172,ADITIV0   GASOLINA   AKROM  250ML.,0,PZA,0,20.0
173,LIMP.  VIDRIO  SAPOLIO  EN  SPRAIT.,3,PZA,0,20.0
174,LIMP.  VIDRIO  SAPOLIO  LIQUI.  670ML  GAT.,2,PZA,0,15.0
175,LIQ.  PARABR.  DE  VIDRIOS AKROM  1LT,0,PZA,0,26.0
176,LIMP.  VIDRIO  SIMONIZ  LIQUI.  500ML.,1,PZA,0,35.0
177,AGUA   BAT.  VISTONY  1 LT.,140,PZA,0,10.0
178,LIMP.  INYECT.  MEXICANO.  TAPA  ROJA.,-2,PZA,0,45.0
179,CABLE  VERDE  Nº 14  ARG.,95,PZA,0,2.0
180,CABLE  NEGRO  Nº  14  ARG.,1287,PZA,0,2.0
181,CABLE  AMARI.  Nº 14  ARG.,406,PZA,0,2.0
182,CABLE  ROJO  Nº  14  ARG.,991,PZA,0,2.0
183,LIQ.  FRENO   WAG.  DE  LITRO.,10,PZA,0,42.0
184,LIQ.  FRENO   WAG.  12  U.S.,289,PZA,0,20.0
185,LIQ.  FRENO   WAG.  8  US.,222,PZA,0,16.0
186,LIQ.  FRENO   DOT 4 NEGRO,-1,PZA,0,20.0
187,FIL.  ACEIT.  MD  332687   STANDARD  PARTS.,87,PZA,0,30.0
188,FIL.  ACEIT.  MD 031805.,16,PZA,0,30.0
189,FIL.  ACEIT.  MD 134953,103,PZA,0,30.0
190,SILIC.  POWER EAGLE  LEMON  450ML.,10,PZA,0,23.0
191,FIL.  ACEIT.  MB 220900    COMBUS.  MIT.  PAJ. NEGR.,4,PZA,0,29.0
192,FIL.  HIGHFIL  COMBUS.  23303-64010.,35,PZA,0,40.0
193,FIL.  ACEIT.  MD 069782  MIT.  PAJ.,59,PZA,0,55.0
194,FIL.  ACEIT.  FDP.  FH8A.,176,PZA,0,25.0
195,FIL.  ACEIT.  FDP.  FH47 A.,30,PZA,0,15.0
197,FIL.  ACEIT.  FDP.  FH291.,22,PZA,0,19.0
198,FIL.  ACEIT.  FRAM  PH 3614  USA.,-11,PZA,0,30.0
199,FIL.  ACEIT.  FRAM  PH  8A .,0,PZA,0,35.0
200,FIL.  ACEIT.  FRAM  PH 966B,5,PZA,0,30.0
201,FIL.  ACEIT.  FRAM  PH  2825  USA.,-1,PZA,0,30.0
202,FIL.  ACEIT.  FRAM  PH  3593A,13,PZA,0,16.0
203,FIL.  ACEIT.  HIGHFIL  FH 966B,527,PZA,0,20.0
204,FIL.  ACEIT.  HIGHFIL  FH  2825.,140,PZA,0,25.0
205,FIL.  ACEIT.  HIGHFIL  FH   8A.,86,PZA,0,13.5
206,FIL.  ACEIT.  MAX-FIL 8A,0,PZA,0,14.0
207,FIL.  ACEIT.  OIL FILTER  90915-03001.,144,PZA,0,25.0
208,FIL.  ACEIT.  FRAM  PH 2845,0,PZA,0,30.0
209,FIL.  ACEIT.  FRAM  PH 8 A  PRAS.,9,PZA,0,35.0
210,FIL.  ACEIT.  FRAM  PH 2862 C  PRAS.,1,PZA,0,23.0
211,FIL.  ACEIT.  FRAM  PH 2870B  PRAS.,0,PZA,0,28.0
212,BUJ.  DENSO  W16EX-U 3203.,1038,PZA,0,15.0
213,BUJ.  DENSO  K16TR11#4 3194#4. 2 ELECT.,999,PZA,0,19.0
214,BUJ.  DENSO  Q16PR-U11#4 (3137) #4.,708,PZA,0,17.0
215,BUJ.  DENSO  W20FP-U 3068.,1,PZA,0,17.0
216,BUJ.  BOSCH   WR 8DC+  GRUE.  LAR.,2,PZA,0,18.0
217,BUJ.  BOSCH   FR8DCX  ROSC. DELG. TOY.,1,PZA,0,18.0
218,BUJ.  BOSCH   WR 8 DC+ PETA  CORT.,12,PZA,0,18.0
219,BUJ.  BOSCH  4 ELECT. WR78  503  GRUE. LAR.,354,PZA,0,0.0
220,BUJ.  CHAMPION   N16YC.,126,PZA,0,18.0
221,TERMOSW.  BRAS. 70-65  GRA.   MTE 705.70/65,134,PZA,0,53.0
222,TERMOSWITCH   ARGEN.  70-65 GRA.  GENY.,39,PZA,0,50.0
223,TERMOSWITCH  TAIW.   ATC  87-77 GRA.,4,PZA,0,35.0
226,FOC.  NARVA  12V.  MEDIA  LUZ  AMPOLL.,5,PZA,0,5.0
228,FOC.  NARVA   CUÑA  12V. 2 CONT.  GRAND. PLAST.,5,PZA,0,19.0
230,HALOG.   NARVA  12V.  H4  60/55W.  NORM. GERM.,4,PZA,0,30.0
232,HALOG.   NARVA  12 V.  H3  100 W.  NORM.,2,PZA,0,28.0
234,FOCO  TAIW.  12 V.  1 CONT.  21W.  NARVA.,-112,PZA,0,3.0
235,FOCO  TAIW.  12 V.  2 CONT.  32/4W.  NARVA.,105,PZA,0,3.0
236,FOCO  TAIW.  12 V.  MEDIA  LUZ  AMPOLL.  TOY.,167,PZA,0,2.5
237,ALOG.  TAIW.  12V.  H7  100W. NORMAL. FR,41,PZA,0,25.0
238,FOCO  TAIW.  FAROL  12 V.  P43T  AMPOLL.  NARVA.,0,PZA,0,10.0
239,FOCO  TAIW.  FAROL  12 V.  P45T  AMPOLL.  NARVA.,-11,PZA,0,10.0
240,ALOG.  TAIW.  H3C  12V.  100W.,24,PZA,0,15.0
241,ALOG.  TAIW.  12 V.  9004  NORM.  100/90W.,81,PZA,0,25.0
242,FOC. TAIW.  CUÑA  12V  2F. GRAND. JAPONES.,213,PZA,0,10.0
243,FOC. TAIW.  CUÑA  12V.  5W  UNIV.  MED. LUZ,244,PZA,0,2.5
244,FOCO  LED  XG037  12 V. AZUL  CUÑA  ESTUC.,-2,PZA,0,15.0
245,"FOC. TAIW.  CUÑA  12V.1,2W.  PIOJO.",25,PZA,0,2.0
246,FOCO  TAIW.  TECHO  GRANDE  12V.,55,PZA,0,3.0
247,FOCO  TAIW.  TECHO  MEDIANO  12V.,53,PZA,0,2.0
248,FOCO  TAIW.  TECHO  PEQUEÑO  12V.,-3,PZA,0,2.0
249,FIL.  BOSCH  GAS.  450 234  GRAND. METALI.,4,PZA,0,120.0
250,FIL.  GAS.  BOSCH   452-233  PETA  VOLW.,27,PZA,0,18.0
251,FIL.  AIRE  FILGO  17801-31090   TOY.  TACOMA.,35,PZA,0,55.0
252,FIL.  AIRE  ULTRA  13780-77E00.,1,PZA,0,45.0
253,FIL.  HIBARI  GAS.  16400-72L00  NISSAN.,1,PZA,0,35.0
254,FIL.  GAS.  TOP.,0,PZA,0,10.0
255,FIL.  ACEIT.  SURI  64.,0,PZA,0,35.0
256,LLAVE  DE  FILTRO  DE VOLVO  GRANDE.,8,PZA,0,75.0
257,FIL.  GAS.  23300-26060.,0,PZA,0,15.0
258,FIL.  BOSCH  GAS.  238. RECT. CHIC. PLAD.,1,PZA,0,45.0
259,FIL.  GAS.  ARG.  GRANDE.  RECTO.,3,PZA,0,15.0
260,FIL.  GAS.  ARG   PEQUEÑO  RECTO.,1,PZA,0,11.0
261,FIL.  GAS.  ARG.  T.,1,PZA,0,12.0
262,BUL.  FRENO  SANKEI   JAPAN.  ORIG.,0,PZA,0,35.0
263,BUL.  FRENO  APM304004.,-6,PZA,0,20.0
264,BUL.  RETRO  32005-M8005.  C. AMARILLA.,7,PZA,0,30.0
265,BUL.  FRENO   14112  OLIMPIC  FRENO.  PETA.,10,PZA,0,25.0
266,BUL.  FRENO  OLIMP.  14-111. DE VOLS.  PETA.,3,PZA,0,23.0
267,PLAT.  VOLKW044  PETA  BOSCH.,46,PZA,0,25.0
268,CONDENS.  BOSCH  465.  PETA.,101,PZA,0,32.0
269,CONDENS.  NEW-ERA 4NC-92.,4,PZA,0,25.0
270,CONDENS.  NEW-ERA  4NC-95.,1,PZA,0,25.0
271,TAP.  RAD.  CENTURY  CER-109.  NORMAL  ANTIG.,-13,PZA,0,28.0
272,TAP.  RAD.  CENTURY  CER-219.,0,PZA,0,30.0
273,TAP.  RAD.  SANKEI  KH - C19. ANTIG. NOR. ORIG. 13 LBR. 0.9.,6,PZA,0,40.0
274,TAP.  RAD.   Nº 16401-87710,2,PZA,0,20.0
275,ACOPLES PARA TERMOSWITCH  COBRE,57,PZA,0,22.0
276,FLASH.  ELECTR. 12V. 3 SALIT.  TAIW.  VITRIO. (TP-DU5153-12),50,PZA,0,25.0
277,FLASH. TAIW. ELECT. 81980-12070  C. AZUL. ABIERDO.,29,PZA,0,20.0
278,BOM.  SUMBL.  23220-74021 REF  513.,0,PZA,0,180.0
279,BOM.  110715  HKT  GIP-502  SUMERGL.  TOY.,13,PZA,0,380.0
280,FLASH.  MARELIA   IM11431 DE 3 PATAS ELEC.,9,PZA,0,40.0
281,RELAY  TAIWAN 4 SALIDAS,0,PZA,0,20.0
282,RELAY   MARELIA  4 SAL. IM 11351,75,PZA,0,28.0
283,RELAY   MARELIA  5 SAL. IM- 11345.,26,PZA,0,27.0
284,RELAY   ARG. 4 SALIDAS RE-145,32,PZA,0,35.0
285,REG.  NEW - ERA  AVR  577. 12 V.,0,PZA,0,140.0
286,REG.  NEW - ERA  AVR  823  12 V.,0,PZA,0,140.0
287,REG.  DE 2 SALIDAS  TCB12-1,0,PZA,0,80.0
288,REG.  FD  DN C12-2 ORIG.,0,PZA,0,180.0
289,REG.  BOSCH.  12 V.  003  CON  CARBON. 027.,3,PZA,0,150.0
290,REG.  DE  VOLT.  IKRO  524  C. CARBON.,1,PZA,0,90.0
291,REG.  GAUSS.  12 V.  214.,0,PZA,0,120.0
292,REG.  DE VOLTAJE  TAIWAN TOYOTA,0,PZA,0,80.0
293,REG.  DE VOL.  GERM.  VR-134 14V  TAIW C. CARB.,0,PZA,0,120.0
294,BOBI.  BOSCH  PLASTICA  0 986 221 000.,0,PZA,0,1100.0
295,BOBI.  OLIM.  41 104.,0,PZA,0,203.0
296,BOBI.  DIAMOND  GT-63  12V.,0,PZA,0,120.0
297,BOBI.  BOSCH  TAIWAN 9 220 081 067.,1,PZA,0,150.0
298,BOBI.  BOSCH  AZUL  220 081 054.,18,PZA,0,190.0
299,ALOG.  TAIW.  12 V.  9004  AZUL  ESTUC.  100W.,6,PZA,0,30.0
300,ROMPE  NIEBL.  REDON.  AZUL  PLOMO.,1,PZA,0,70.0
301,ALOG.  TAIW.  12V.  H7  AZUL  ESTUCH.  NARVA  100W.,2,PZA,0,25.0
302,ALOG.  TAIW.  12V.  H1  AZUL  ESTUC.  NARVA.,1,PZA,0,30.0
303,REG.  DE VOLTAJE  ZLG 8000 14V,0,PZA,0,140.0
304,PORTA CARBON    VOLSW   ZLG 303,10,PZA,0,35.0
305,ALARMA K9-MUNDIAL-SS,0,PZA,0,250.0
306,ALARMA GENIUS- G23,0,PZA,0,250.0
307,ALARMA GENIUS- G24J,0,PZA,0,250.0
308,ALARMA GENIUS G24A,0,PZA,0,580.0
309,BUJ.  CHAMPION   RC21  SALTA CHISPA INCOR.,342,PZA,0,18.0
310,BUJ.  BOSCH  (655) RH 8 DC.,0,PZA,0,18.0
311,BUJ.  BOSCH  (663) H 7 BC.,0,PZA,0,18.0
312,BUJ.  DENSO  W20FS - U#4.,25,PZA,0,16.0
313,FIL.  ACEIT.  FRAM  PH 16,0,PZA,0,30.0
314,FIL.  ACEIT.  FRAM  PH 2849 A.,-3,PZA,0,30.0
315,FIL.  GAS.  T- 23300-79335. OBSERV.,0,PZA,0,50.0
316,FIL.  HIBARI   GAS.  23300 - 61060 TOY. 3F. RECTA   DESIG.,19,PZA,0,50.0
317,FIL.  HIBARI  GAS.  23300-62030.,0,PZA,0,50.0
318,FIL.  HIBARI  GAS.  31911-22000  ROS.  DES.,-42,PZA,0,40.0
319,FIL.  HIBARI  GAS.  KB359-20-490   KIA.,6,PZA,0,45.0
320,FIL.  AIRE  AIR FILTER  MD 620837  MIT. PAJER. (FAM-37),15,PZA,0,50.0
321,SILICONA  PLOMA  ORIG. MEGA GREY VERSACHEM,97,PZA,0,18.0
322,3M ADESIVO PARA J,-1,PZA,0,17.0
323,FLASH.  VERDE  TAIW.  22070,4,PZA,0,27.0
324,FLASH.   ARG.  RTM-22.  2  TERM.,14,PZA,0,19.0
325,CERA   SAPOLIO  CREMA  ROJO  200GR.,46,PZA,0,16.0
326,ALOG.  TAIW.  12V.  H4  NORM.  100/90W.  BLAN.,88,PZA,0,15.0
327,ALOG.  TAIW.  H3 12V.  100W.  NOR. FROSAT,129,PZA,0,15.0
328,ALOG.  TAIW.  12 V.  9004  AZUL  NARVA  100W.,15,PZA,0,28.0
329,FOCO  TAIW.  12 V.  MEDIA  LUZ  DE  PETA.,52,PZA,0,2.5
330,BAT.  PANASONIC  60 AH.  L  TC - 55D26 L.,10,PZA,0,666.9099731445312
331,BAT.  PANASONIC  60 AH.  R  TC - 55D26 R.,9,PZA,0,666.9099731445312
332,BAT.  PANASONIC  70 AH.  R  TC - 65D31 R.,13,PZA,0,784.0
333,BAT.  PANASONIC  75 AH.  L  TC - 75D31L.,3,PZA,0,784.0
334,ABRAZ.  TITAN  10-56,2,PZA,0,3.869999885559082
335,ABRAZ.  TITAN  10-52.,5,PZA,0,3.839999914169312
336,ABRAZ.  TITAN  10-40,0,PZA,0,3.5
337,ABRAZ.  TITAN  10-48.,10,PZA,0,3.490000009536743
338,ABRAZ.  TITAN  10-44.,9,PZA,0,3.480000019073486
339,ABRAZ.  TITAN  10-36,0,PZA,0,3.099999904632568
340,ABRAZ.  TITAN  30-20,17,PZA,0,3.220000028610229
341,ABRAZ.  TITAN  30-24,14,PZA,0,3.990000009536743
342,ABRAZ.  TITAN  30-16,0,PZA,0,3.099999904632568
343,ABRAZ.  TITAN  30-06.,4,PZA,0,2.799999952316284
344,ABRAZ.  TITAN  10-12,6,PZA,0,2.680000066757202
345,ABRAZ.  TITAN  10-06,6,PZA,0,1.159999966621399
346,ABRAZ.  TITAN  10-04,64,PZA,0,1.120000004768372
347,ABRAZ.  TITAN  10-20,0,PZA,0,2.799999952316284
348,ABRAZ.  TITAN  10-00.,34,PZA,0,1.120000004768372
351,ACEIT.  XCEL  15W50  SYNTETIC  LITRO,1,PZA,0,153.0
352,FIL.  AIRE  FDP  FA-45  CHEVROLET  APOLA,4,PZA,0,50.0
353,CHICLERA  DE CARB.  TOY.  35,0,PZA,0,5.0
354,CHICLERA DE CARB.  TOY.  145,0,PZA,0,5.0
355,BAT.  HELIAR  90AH.  FX90MD  NEGRA,0,PZA,0,1400.0
356,AGUA  BAT.  DESTIOL,1,PZA,0,8.0
357,ACEIT.  XCEL  15W50  SYNTETIC  GAL.,2,PZA,0,140.0
358,CHICLERA DE CARB.  NISSAN  150,0,PZA,0,8.0
359,CARBON  DE  ARRAN.  FTSX - 138  TOY.,124,PZA,0,19.0
360,CARBON  DE  ALTER.  FTX - 305  TOY.  CORR.,63,PZA,0,12.0
361,CARBON  DE  ARRAN.  FJSX - 8313,33,PZA,0,28.0
362,CARBON  DE  ALTER.  FKX - 315  TOY.  CORR. HONDA,110,PZA,0,12.0
363,CARBON  DE  ALTER.  FMX - 312  NIS.DATS.,17,PZA,0,12.0
364,CARBON  DE  ARRAN.  FYSX - 115 - 116  LAND. CR.,5,PZA,0,28.0
365,CARBON  DE  ARRAN.  JSX - 36  TOY.,2,PZA,0,18.0
366,CARBON  DE  ARRAN.  X28 - 171/173  VOLSW.  UNIV.,68,PZA,0,18.0
367,FIL.  AIRE  FDP  FA-991001  NISS.  TERR.,1,PZA,0,95.0
368,CARBON  DE  GENERADOR  (BX  131/12V),17,PZA,0,13.0
369,CARBON  DE  ARRAN.  FJSX - 8312.,29,PZA,0,33.0
370,CARBON  DE  ARRAN.  FX - 30  FORD.,0,PZA,0,32.0
372,CARBON  DE  ALTER.  RX - 103  FORD.,4,PZA,0,12.0
373,CARBON  DE  ALTER.  RX - 106,7,PZA,0,15.0
374,CARBON  DE  ALTER.  RX - 119,5,PZA,0,13.0
375,CARBON  DE  ARRAN.  4K - VMX - 094,13,PZA,0,17.5
376,CARBON  DE  ARRAN.  FNSX - 124/125,13,PZA,0,17.79999923706055
377,CARBON  DE  ARRAN.  X - 213 / 09,1,PZA,0,33.0
378,ACEIT.  YPFB  15W40   GAL.  GAS.,157,PZA,0,95.0
379,ACEIT.  YPFB  15W40   LITRO  GAS.,116,PZA,0,28.0
380,ACEIT.  YPFB  20W50   LITRO  GAS.,100,PZA,0,27.0
381,ACEIT.  CASTROL  20W50  GAS.  GAL.,74,PZA,0,180.0
382,LA GOTITA 2 ML.,93,PZA,0,8.0
383,POXILINA 38 ML.,61,PZA,0,12.0
384,POXIPOL  METALICO 14 ML.,46,PZA,0,12.0
385,POXIPOL TRANSPARENTE 14 ML.,31,PZA,0,13.0
386,BORNE  NEG. PLOMO  GRAND.,200,PZA,0,10.0
387,BORNE  POS.  PLOMO  GRAND.,148,PZA,0,10.0
388,FUSIBLE DE CUÑA M. 7.5 AMP,92,PZA,0,1.0
389,FUSIBLE DE CUNA MED. 10 AMP,-388,PZA,0,1.0
390,FUSIBLE DE CUNA MED. 15 AMP,-276,PZA,0,1.0
391,FUSIBLE DE CUNA MED. 20 AMP,-351,PZA,0,1.0
392,FUSIBLE DE CUNA M. 20 AMP,0,PZA,0,7.0
393,FUSIBLE DE CUNA MED. 25 AMP,-294,PZA,0,1.0
394,FUSIBLE DE CUNA MED. 30 AMP,-352,PZA,0,1.0
395,FUSIBLE DE CUNA CHI. 7.5 AMP,122,PZA,0,1.0
396,FUSIBLE DE CUNA CHI.10 AMP,130,PZA,0,1.0
397,FUSIBLE DE CUÑA CHI. 15 AMP,21,PZA,0,1.0
398,FUSIBLE DE CUÑA CHI 20 AMP,-10,PZA,0,1.0
399,FUSIBLE DE CUÑA CHI 25 AMP,0,PZA,0,1.0
400,FUSIBLE DE CUÑA CHI 30 AMP,43,PZA,0,1.0
403,FUSIBLE DE VIDRIO 15  AMP,5,PZA,0,1.0
404,FUSIBLE DE VIDRIO 20 AMP,1,PZA,0,1.0
405,FUSIBLE DE VIDRIO 25 AMP,33,PZA,0,1.0
406,FUSIBLE DE VIDRIO 30 AMP,39,PZA,0,1.0
407,FUSIBLE DE POR 8 AMP,-2,PZA,0,1.0
409,FUSIBLE DE POR 16-15 AMP,39,PZA,0,1.0
410,FUSIBLE DE POR 20 AMP,21,PZA,0,1.0
411,FUSIBLE DE POR 25 AMP,38,PZA,0,1.0
412,FUSIBLE DE POR 30 AMP,15,PZA,0,1.0
413,TERM.  ARG.  HEMBRA  CHICO.,46,PZA,0,1.0
414,TERM.  ARG.  HEMBRA  MEDIANO.,3283,PZA,0,1.0
417,TERM.  ARG.  HOJAL 8,110,PZA,0,0.8999999761581421
418,TERM.  ARG.  HOJAL 10.,135,PZA,0,1.200000047683716
419,TERM.  ARG.  HOJAL 13,31,PZA,0,1.200000047683716
420,TERM.  ARG.  HOJAL BAT,12,PZA,0,8.5
421,TERM.  ARG.  RECTO TUBO,122,PZA,0,0.699999988079071
422,TERM.  ARG.  MACHU PLANO,1615,PZA,0,0.699999988079071
423,TERM.  ARG.  DISTRIBUIDOR.,297,PZA,0,1.5
424,TERM.  ARG.  BUJIA   LARGO.,88,PZA,0,1.200000047683716
425,INTERR. JAL.  NEGRO APM 307002,-16,PZA,0,10.0
426,INTERR. JAL.  NEGRO  CORTO. 1 TIEM.,8,PZA,0,10.0
427,INTERR.  HM  LS-202  JAL.  2  TIEMP.  SIN   FUSIBLE.,28,PZA,0,17.0
428,INTERR.  HM  LS-202  JAL.  2  TIEMP.  CON  FUSIPLE.,18,PZA,0,18.0
429,INTERR.  MARILIA  IM 11006  JAL. DE  2,5,PZA,0,39.0
430,INTERR.  MARILIA  IM 11009  JAL.  DE 2. TIEMP.,6,PZA,0,37.0
431,INTERR.  NEG. CON LUZ NARANJA,18,PZA,0,25.0
432,INTERR.  CUADR.  GRANDE  ROJO     4 ºC,20,PZA,0,10.0
435,INTERR.  CUADR.  GRANDE  AZUL     4 C.,9,PZA,0,10.0
437,INTERR.  CUADR.  DOBLE ROJO,9,PZA,0,12.0
438,INTERR.  CUADR.  ROJO DE  2 TIEM.,7,PZA,0,12.0
439,INTERR.  NEG. CON FOCOS ROJO,-2,PZA,0,15.0
440,INTERR.  NEG. CON FOCO  AZUL L.B.,3,PZA,0,15.0
441,INTERR.  NEG.  AZUL  CON PUNTA BLA,7,PZA,0,10.0
442,INTERR.  CUADR.  CHICO  AZUL.,12,PZA,0,8.0
443,INTERR.  CUADR.  CHICO  NARANJA,10,PZA,0,8.0
444,INTERR.  CUADR.  CHICO  VERDE.,14,PZA,0,8.0
445,INTERR.  VENT. APM 308030  UNIV.,8,PZA,0,25.0
446,RELAY   MARELIA  IM 11400 CAMBIADOR,3,PZA,0,58.0
448,LIQ.  HIDRAUL.  TYPE A QUALITY SUPREME,326,PZA,0,22.0
449,SILIC.  SAPOLIO  SPRAY. 227 / 360 ML. TABL.,50,PZA,0,20.0
450,FLASH.   ARG.  DE  3  SAL.,4,PZA,0,25.0
451,PORTA  FUSIBLE  CUNA  NEGRO  CON  CABLE  ROJ.,3,PZA,0,10.0
452,PORTA  FUSIBLE DE ROSCA NEG.,0,PZA,0,7.0
453,SOQUET  DE RELAY  DE  5 PATAS,20,PZA,0,6.0
454,SOQUET  DE  FAROL H4.,-9,PZA,0,6.0
455,SOQUET  DE  FAROL CERAMICA  9004. (TP-CS.9004),500,PZA,0,10.0
456,SOQUET  DE  M. LUZ  RECTO  NEG.,0,PZA,0,6.0
457,SOQUET  DE M. LUZ  NEG  TOY.,312,PZA,0,6.0
458,CINTURON   PLAST.  150 MM. X 3.6 MM.,0,PZA,0,0.699999988079071
459,CINTURON   PLAST.  200MM. X 3.6MM.,0,PZA,0,1.0
460,CINTURON   PLAST. 4.8 X 300,0,PZA,0,1.5
461,CINTURON   PLAST. 500MM. X 7.2MM.,0,PZA,0,2.5
462,BOCI.  ARG. K 121  12V.,1,PZA,0,50.0
463,BOCI.  RETRO   PREMIER- ESPANISH.,4,PZA,0,50.0
464,BOCI.  BOSCH   AHO  501.,0,PZA,0,110.0
465,BOCI.  TFKSC.  KS 721C 12V  HORN.,-1,PZA,0,35.0
466,BOCI.  CORNETA  SFY- 7628C.,0,PZA,0,120.0
467,BOCI. TFKSC. KS-734S 12V.  GUENDO  TFKSC. C/AMAR.,-2,PZA,0,45.0
468,CINTA   AISLANTE 3M.  GRANDE,89,PZA,0,11.0
469,BENDIX   VW.  PASSAT. SANT. 9D 0068.,0,PZA,0,80.0
470,BENDIX   FIAT  VOLCO 9D 0925.,0,PZA,0,111.0
